,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
2024-10-01 00:00:00,709.3250602460101,645.3808264073675,677.6553927729103,708.6279148771813,727.2530886382209,732.9444515114625,723.1793187561215,701.7248757217649,670.9531379980067,698.1304165411534,680.8967470916838,707.3022254654666,716.9020307408427,663.9685510715701,681.5196312027424,679.1315868870056,699.0276534852211,674.682374958928,694.3932281114571,689.2954970714117,713.3854676704757,707.6692828046746,699.3680297001048,685.6981591839168,699.2393710458938,691.0645062957325,710.6568310735016,649.3843668064305,688.9341226612661,681.7788467587716,679.306090077493,695.7275680444207,692.8840603266289,700.4609136424093,693.6233878520068,704.6155981542743,705.6813929215347,691.9147907013539,704.7149956616792,683.821309766261,676.1243122616789,722.0812728691627,678.7482571866959,669.5447734498721,717.5572656033727,706.2162874031641,712.0202012680993,695.1922419609429,698.3972366724868,699.8083565580868,684.8075669619041,720.2043491551963,694.384079423568,736.3745405819843,667.8447195376905,683.2391942862105,702.1301804354645,696.568653563357,673.1684032455962,689.2003691130857
2024-10-01 00:15:00,599.8467821016789,565.4074582521346,578.1031563714157,584.122705216968,587.0320595546999,573.1440681525751,588.3127709624201,580.4438268934009,573.380426210025,585.9348168097359,589.5064954731038,568.2248986702944,595.7229222246909,580.4985154785464,611.5529501666533,543.2278704506518,589.4631926785628,563.7954377538679,578.5495195566577,2107.8854158764643,587.9808356286417,582.4351656973314,576.162229839269,557.7750697324374,2060.8140788271244,575.6423256563202,569.18078500498,573.7223593606285,594.1865628819772,591.8144245200284,570.8043037811576,603.0626811358982,603.6251755069829,570.1946179549246,583.5285467453323,2088.9459426289745,592.0027516798801,585.770306597613,594.8791882154512,593.6246625248915,566.6780266481828,592.786819942602,605.1945696687702,565.4759881432428,571.2388985103399,566.4530037190177,581.0236781324363,569.7053935120474,572.6992708257059,572.9538665057038,567.1766083538228,561.0045622497183,584.5661825830142,566.3749928677807,607.6620209174451,570.0190279494722,566.9569553261553,599.474706215716,580.1839021135111,567.7999576500325
2024-10-01 00:30:00,326.15487778345516,312.5101932301316,327.5323914402862,324.80242939773757,338.57379674507,296.4475843344582,296.5261024191828,319.04908021659935,314.87112302730566,278.2405416723199,284.3620553906743,324.8796664208082,340.0897102116598,315.0287484122813,333.51917759404773,342.3031875561659,322.29348500794816,311.24273771631664,314.52499725020556,312.4094279892815,321.09264018279407,297.60479424628375,312.5167468114588,310.3675166312637,287.3235641638844,322.03858238102623,297.7727650008607,321.190885769616,301.2355349499702,326.54051116329816,326.6589420645109,286.8567733657082,325.652554845796,313.33758884651365,326.92506520974206,317.04236487140577,312.83124174883017,291.79495537268275,287.7048337719842,328.89247686009315,320.1277706178364,327.6770252323468,322.65724020223024,307.29453158476207,315.1082490992484,301.1501787566924,286.953813228808,330.6668470910201,288.35442348935936,315.8346438198109,323.0944560447604,292.95711032848294,323.45517798806816,330.37391392760924,312.6165286505717,291.92870716208154,330.6544292522298,1846.6869198580446,297.36817384637436,354.2164539339158
2024-10-01 00:45:00,194.52340884408844,205.5502710643762,215.5427019544988,223.4624057183972,206.0484506834325,212.43900364747154,215.2483715091291,231.2212219527008,238.18357331915055,224.79924593914086,244.39708794871677,233.4765794829215,203.4371507237213,195.34149117611327,202.34285296098747,189.2879042034861,227.56897586536874,214.64646517897108,203.9159818586967,185.0373599956695,196.44069713082908,204.79563512293706,196.09004556161725,226.7910768995847,210.6274606061197,212.28345442914568,216.46991892877097,217.74424513800977,234.5407428334661,220.46029746117404,210.29532122605045,188.7174084033111,203.32678072272557,173.58387064702598,228.23962782167382,205.20943759525633,229.26162798800402,176.63002559727627,233.1906108412227,196.0673123586991,1726.1077577318815,191.21492526986873,238.33554179670037,235.8971004531197,211.20952690371453,207.3796634213848,202.15284220151705,212.9723615639026,200.5839590336457,188.60990837554405,211.86882636876942,206.81441173230115,166.71967660528392,217.54550944707628,196.68312880903622,209.87055867006742,260.74742878070265,214.04221973303476,203.10837721323043,197.35233997297402
2024-10-01 01:00:00,287.81017042033636,270.139209963159,275.7772072290407,298.9923216470717,293.4694509438352,287.89057701933393,271.38646804817404,264.17883036944494,314.037145848784,300.7936568523113,270.0526014819228,282.4885999143464,285.90726154063213,271.3075551990765,264.2525434614015,298.54513639608695,274.261004385662,295.4368476387171,236.67965519886133,263.1883420264086,295.419057463397,272.35145184779316,287.1983302572625,271.12548132136493,306.00668137560507,297.69565292691317,281.9975877261518,265.09245158535646,254.12812541703045,309.70624574563806,269.8459273238868,232.96262429267006,262.91031082975024,266.39093630946854,290.1204229691865,237.83820465255803,273.78339214063897,280.8518031102154,1777.6613495236213,250.29354950071465,298.9539129125121,276.5802332095824,268.8576170776933,303.40926434682336,269.9945946237703,276.0591068134503,296.992746095616,289.05989364826877,304.8861594784433,245.15877574756857,290.14097409264787,266.1786896991918,295.18595296749817,277.33047661772036,290.88065357597594,291.84761139603,288.30248724296763,276.310412760846,1782.121096510644,294.4447602020799
2024-10-01 01:15:00,231.31695801610095,247.5469487956411,227.4673680429644,241.0800365713924,233.62110351660752,215.83484478187455,272.84299013613384,257.45215513208666,237.03276194537634,209.20497248648294,253.31632014488758,236.48422781720728,249.34080478294362,225.36826731478038,229.03258125917108,224.05941711259916,209.3346228829315,224.41676714035725,226.47240837632313,205.07876759944023,226.17688225759485,223.73749700724642,246.0324763377354,234.07145855842307,231.34548414916148,1741.5251607151663,232.33434082223263,226.54927915548822,233.87553207222464,230.73278240780442,237.6930695329384,199.42212459854062,251.4309056665314,245.28290818950197,223.0391459282054,211.40294972323792,230.81794317002596,243.20375047363808,197.94754613047346,192.68090629526029,225.9799722843318,205.46537465911962,252.70686967148134,230.93424834095583,225.47887888285368,259.3706209003637,219.84252391757366,214.58071590440005,215.311976506718,205.87855362220378,232.56888696723883,242.03255895135834,238.14964625912896,226.54310678261308,196.17674895403678,1689.5936889560978,238.8670279388438,235.08706089682212,244.67921867111073,220.1828382107064
2024-10-01 01:30:00,188.22167847437123,144.49830625948985,149.94628448154614,171.6420514768852,161.48620836931366,170.42811246665605,173.878740311437,188.07139778847082,132.72751136042177,131.4862870113412,147.4309688204279,156.65722891407955,149.89330987269315,193.99787418160847,165.11186710078758,199.61762024569356,168.06366587503263,184.36357054989026,185.0761482254631,121.254788118132,168.05967930138652,201.3033829403719,207.50446606471155,159.26614461472903,155.27725881258806,181.94532959487387,146.25420338954945,198.2294458723941,176.02179650977396,1650.082021666343,163.1987156456358,192.51445326723967,134.67480610342838,195.06479103569816,194.48934657416817,167.192191041521,121.29212838273358,139.20132317853867,192.88861237125613,196.71542140550906,161.26763179634307,199.65228581515146,180.80679000647552,190.91513161421437,162.57246496585083,162.6678177206161,181.9676512232149,174.26864682937668,186.2260224214353,167.83245728829925,195.55162985405107,161.05568604932026,180.1087835923491,197.44438083440957,135.43332379960432,178.03198825339038,161.90721472117718,144.00327460091214,147.7083360371625,186.74766981203783
2024-10-01 01:45:00,132.85260091567923,108.98276425103857,129.29281756536798,110.20532377064005,155.84354645951962,125.6028296164557,131.68945580073031,104.90213671644707,95.72667294136048,136.991072630509,132.47980786915488,113.68800539299357,131.4772408977701,146.55212095763977,165.59846606099444,140.53041207609675,112.91141963833749,1625.2106753883206,146.56711488104827,123.72693513239994,91.13756046991108,144.51792011191608,136.48729959356655,120.57952906803501,128.78514239187854,87.42914940151852,149.96301755692437,142.5897666308456,95.25851186365978,150.3626529731221,120.18689637428518,134.88090766987796,95.18296006452772,69.04058846943545,136.57747075525575,141.0454064159519,92.92075680578222,168.5432645269515,119.80683602142155,145.47936138150442,117.71289841589626,143.78110945567815,130.74305975044425,128.09004681490802,1645.4123361398767,144.0729330867539,125.37775119405677,119.72625765698842,135.3026239572072,95.73605023569229,140.45736693624121,90.44083829361954,141.56171785550364,116.75319181227682,112.98370944905741,133.34535740492856,119.13147348934079,164.48287406857028,140.05436284359752,117.74336980787362
2024-10-01 02:00:00,22.091813024366836,19.583005923446372,29.054200033305275,50.012863042539855,39.768625957332176,51.43143772158754,48.031057901458325,56.80171448914628,58.117825176889,3.4078669578101852,60.207098828087865,88.80310279808594,40.403737192493494,50.89353195575962,44.175012119799405,39.18231217064554,0.0,50.98391023006634,28.516883995977206,27.639726161908484,17.747214339165453,50.71011739653978,1.8596630744146907,25.701617414188885,54.000443928252764,82.45831597809666,83.52569199251516,50.520000695001556,31.484820393996788,45.14290131420151,40.03893293838601,56.6176574821021,7.678189260268908,47.36388275202394,30.562301704173226,23.892115802794436,1568.3063620130372,27.680391381652676,40.13781750367878,3.7996492559623043,42.36206445299581,21.248446629560547,30.215412161809777,43.11688451604188,20.924450982969805,10.70382566476864,74.85128626799035,35.959390743033445,23.023443487642297,55.17534174183718,20.61206702802245,1544.915603265736,89.32034274895881,50.53522991770729,21.599070903323813,25.817601233374102,48.97493880067762,0.0,24.33878959792808,39.606121182246824
2024-10-01 02:15:00,11.128448577070095,4.849709455800173,45.32849107303609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.19260010844,0.0,27.824690342891685,1490.200023988921,0.0,0.0,7.164744740084881,0.0,0.0,0.0,3.810412496270965,0.0,5.182807175536784,0.0,0.0,0.0,0.0,0.0,12.117033501214937,0.0,0.0,0.0,13.644282997267474,0.0,35.056825479166534,0.0,0.0,0.0,0.0,27.16813618761357,11.455203456093212,7.261031544639678,12.024914026243898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
